bug: apr_signal_description_get in ap_process_child_status, pair: (apr_proc_wait, apr_signal_description_get), support: 3, confidence: 75.00%
bug: apr_procattr_child_errfn_set in open_error_log, pair: (apr_file_close, apr_procattr_child_errfn_set), support: 4, confidence: 80.00%
bug: apr_procattr_create in ap_get_exec_line, pair: (apr_procattr_child_errfn_set, apr_procattr_create), support: 5, confidence: 83.33%
bug: apr_procattr_child_errfn_set in ap_open_piped_log_ex, pair: (apr_procattr_child_errfn_set, log_error_core), support: 4, confidence: 80.00%
bug: apr_procattr_cmdtype_set in ap_get_exec_line, pair: (apr_procattr_child_errfn_set, apr_procattr_cmdtype_set), support: 5, confidence: 71.43%
bug: apr_procattr_cmdtype_set in ap_os_create_privileged_process, pair: (apr_procattr_child_errfn_set, apr_procattr_cmdtype_set), support: 5, confidence: 71.43%
bug: apr_procattr_dir_set in ap_get_exec_line, pair: (apr_procattr_child_errfn_set, apr_procattr_dir_set), support: 5, confidence: 83.33%
bug: apr_strtoff in set_limit_req_body, pair: (apr_strtoff, apr_table_get), support: 5, confidence: 83.33%
bug: apr_strtoff in set_limit_req_body, pair: (apr_strtoff, apr_table_setn), support: 4, confidence: 66.67%
bug: apr_strtoff in ap_request_has_body, pair: (apr_strtoff, apr_table_setn), support: 4, confidence: 66.67%
bug: apr_table_unset in ap_byterange_filter, pair: (__ctype_b_loc, apr_table_unset), support: 12, confidence: 66.67%
bug: apr_table_unset in ap_set_sub_req_protocol, pair: (__ctype_b_loc, apr_table_unset), support: 12, confidence: 66.67%
bug: apr_table_unset in make_sub_request, pair: (__ctype_b_loc, apr_table_unset), support: 12, confidence: 66.67%
bug: apr_table_unset in ap_cookie_read, pair: (__ctype_b_loc, apr_table_unset), support: 12, confidence: 66.67%
bug: apr_table_unset in basic_http_header, pair: (__ctype_b_loc, apr_table_unset), support: 12, confidence: 66.67%
bug: apr_table_unset in unset_define, pair: (__ctype_b_loc, apr_table_unset), support: 12, confidence: 66.67%
bug: apr_filepath_name_get in main, pair: (__ctype_b_loc, apr_filepath_name_get), support: 8, confidence: 88.89%
bug: apr_date_parse_http in ap_condition_if_range, pair: (__ctype_b_loc, apr_date_parse_http), support: 8, confidence: 66.67%
bug: apr_date_parse_http in ap_condition_if_modified_since, pair: (__ctype_b_loc, apr_date_parse_http), support: 8, confidence: 66.67%
bug: apr_date_parse_http in ap_condition_if_unmodified_since, pair: (__ctype_b_loc, apr_date_parse_http), support: 8, confidence: 66.67%
bug: apr_date_parse_http in ap_meets_conditions, pair: (__ctype_b_loc, apr_date_parse_http), support: 8, confidence: 66.67%
bug: ap_regcomp in ap_expr_yyparse, pair: (__ctype_b_loc, ap_regcomp), support: 3, confidence: 75.00%
bug: apr_strtoi64 in set_keep_alive_timeout, pair: (__ctype_b_loc, apr_strtoi64), support: 6, confidence: 75.00%
bug: apr_strtoi64 in ap_timeout_parameter_parse, pair: (__ctype_b_loc, apr_strtoi64), support: 6, confidence: 75.00%
bug: apr_is_empty_table in ap_directory_walk, pair: (__ctype_b_loc, apr_is_empty_table), support: 10, confidence: 83.33%
bug: apr_is_empty_table in core_map_to_storage, pair: (__ctype_b_loc, apr_is_empty_table), support: 10, confidence: 83.33%
bug: ap_update_mtime in default_handler, pair: (__ctype_b_loc, ap_update_mtime), support: 8, confidence: 88.89%
bug: __ctype_toupper_loc in toupper_func, pair: (__ctype_b_loc, __ctype_toupper_loc), support: 6, confidence: 66.67%
bug: __ctype_toupper_loc in ap_regname, pair: (__ctype_b_loc, __ctype_toupper_loc), support: 6, confidence: 66.67%
bug: __ctype_toupper_loc in ap_str_toupper, pair: (__ctype_b_loc, __ctype_toupper_loc), support: 6, confidence: 66.67%
bug: invoke_cmd in ap_process_config_tree, pair: (__ctype_b_loc, invoke_cmd), support: 8, confidence: 80.00%
bug: invoke_cmd in virtualhost_section, pair: (__ctype_b_loc, invoke_cmd), support: 8, confidence: 80.00%
bug: ap_scan_vchar_obstext in check_headers_table, pair: (__ctype_b_loc, ap_scan_vchar_obstext), support: 3, confidence: 75.00%
bug: apr_table_set in ap_args_to_table, pair: (__ctype_b_loc, apr_table_set), support: 8, confidence: 88.89%
bug: ap_get_status_line in core_upgrade_storage, pair: (__ctype_b_loc, ap_get_status_line), support: 4, confidence: 66.67%
bug: ap_get_status_line in core_upgrade_handler, pair: (__ctype_b_loc, ap_get_status_line), support: 4, confidence: 66.67%
bug: ap_varbuf_cfg_getline in start_cond_section, pair: (ap_varbuf_cfg_getline, apr_psprintf), support: 4, confidence: 80.00%
bug: ap_varbuf_cfg_getline in ap_soak_end_container, pair: (ap_build_config_sub, ap_varbuf_cfg_getline), support: 4, confidence: 80.00%
bug: ap_varbuf_cfg_getline in ap_process_resource_config, pair: (ap_varbuf_cfg_getline, apr_pstrcat), support: 4, confidence: 80.00%
bug: apr_itoa in misc_var_fn, pair: (apr_itoa, strchr), support: 6, confidence: 75.00%
bug: apr_itoa in internal_internal_redirect, pair: (apr_itoa, strchr), support: 6, confidence: 75.00%
bug: ap_run_create_request in ap_process_http_connection, pair: (ap_run_create_request, apr_itoa), support: 4, confidence: 66.67%
bug: ap_run_create_request in ap_read_request, pair: (ap_run_create_request, apr_itoa), support: 4, confidence: 66.67%
bug: apr_itoa in misc_var_fn, pair: (apr_itoa, apr_table_get), support: 7, confidence: 87.50%
bug: ap_remove_output_filter in ap_http_header_filter, pair: (ap_remove_output_filter, apr_itoa), support: 4, confidence: 66.67%
bug: ap_remove_output_filter in ap_internal_fast_redirect, pair: (ap_remove_output_filter, apr_itoa), support: 4, confidence: 66.67%
bug: internal_internal_redirect in ap_process_async_request, pair: (apr_itoa, internal_internal_redirect), support: 4, confidence: 66.67%
bug: internal_internal_redirect in ap_die, pair: (apr_itoa, internal_internal_redirect), support: 4, confidence: 66.67%
bug: apr_itoa in misc_var_fn, pair: (apr_itoa, apr_table_setn), support: 7, confidence: 87.50%
bug: apr_itoa in fix_hostname, pair: (ap_log_rerror_, apr_itoa), support: 6, confidence: 75.00%
bug: apr_itoa in misc_var_fn, pair: (ap_log_rerror_, apr_itoa), support: 6, confidence: 75.00%
bug: ap_create_request_config in ap_process_http_connection, pair: (ap_create_request_config, ap_location_walk), support: 6, confidence: 85.71%
bug: ap_location_walk in ap_process_async_request, pair: (ap_create_request_config, ap_location_walk), support: 6, confidence: 85.71%
bug: ap_create_request_config in ap_process_http_connection, pair: (ap_create_request_config, ap_satisfies), support: 6, confidence: 85.71%
bug: ap_satisfies in ap_some_authn_required, pair: (ap_create_request_config, ap_satisfies), support: 6, confidence: 66.67%
bug: ap_satisfies in ap_process_async_request, pair: (ap_create_request_config, ap_satisfies), support: 6, confidence: 66.67%
bug: ap_satisfies in ap_process_request_internal, pair: (ap_create_request_config, ap_satisfies), support: 6, confidence: 66.67%
bug: ap_create_request_config in ap_process_http_connection, pair: (ap_create_request_config, ap_if_walk_sub), support: 6, confidence: 85.71%
bug: ap_create_request_config in ap_sub_req_lookup_dirent, pair: (ap_create_request_config, ap_run_quick_handler), support: 5, confidence: 71.43%
bug: ap_create_request_config in ap_sub_req_lookup_file, pair: (ap_create_request_config, ap_run_quick_handler), support: 5, confidence: 71.43%
bug: ap_create_request_config in ap_process_http_connection, pair: (ap_create_request_config, decl_die), support: 6, confidence: 85.71%
bug: decl_die in ap_process_async_request, pair: (ap_create_request_config, decl_die), support: 6, confidence: 85.71%
bug: ap_run_create_request in ap_read_request, pair: (ap_create_request_config, ap_run_create_request), support: 4, confidence: 66.67%
bug: ap_run_create_request in internal_internal_redirect, pair: (ap_create_request_config, ap_run_create_request), support: 4, confidence: 66.67%
bug: ap_create_request_config in ap_process_http_connection, pair: (ap_create_request_config, ap_unescape_url), support: 6, confidence: 85.71%
bug: ap_unescape_url in ap_process_async_request, pair: (ap_create_request_config, ap_unescape_url), support: 6, confidence: 85.71%
bug: ap_run_post_read_request in internal_internal_redirect, pair: (ap_create_request_config, ap_run_post_read_request), support: 3, confidence: 75.00%
bug: ap_create_request_config in ap_process_http_connection, pair: (ap_create_request_config, ap_unescape_url_keep2f), support: 6, confidence: 85.71%
bug: ap_unescape_url_keep2f in ap_process_async_request, pair: (ap_create_request_config, ap_unescape_url_keep2f), support: 6, confidence: 85.71%
bug: ap_create_request_config in ap_process_http_connection, pair: (ap_create_request_config, ap_no2slash), support: 6, confidence: 85.71%
bug: ap_no2slash in ap_process_async_request, pair: (ap_create_request_config, ap_no2slash), support: 6, confidence: 75.00%
bug: ap_no2slash in ap_process_request_internal, pair: (ap_create_request_config, ap_no2slash), support: 6, confidence: 75.00%
bug: ap_create_request_config in ap_process_http_connection, pair: (ap_create_request_config, ap_run_header_parser), support: 6, confidence: 85.71%
bug: ap_run_header_parser in ap_process_async_request, pair: (ap_create_request_config, ap_run_header_parser), support: 6, confidence: 75.00%
bug: ap_run_header_parser in ap_process_request_internal, pair: (ap_create_request_config, ap_run_header_parser), support: 6, confidence: 75.00%
bug: ap_parse_uri in op_file_subr, pair: (ap_create_request_config, ap_parse_uri), support: 4, confidence: 66.67%
bug: ap_parse_uri in ap_sub_req_lookup_uri, pair: (ap_create_request_config, ap_parse_uri), support: 4, confidence: 66.67%
bug: ap_create_request_config in ap_internal_redirect, pair: (ap_create_request_config, apr_pstrdup), support: 5, confidence: 71.43%
bug: ap_create_request_config in ap_internal_redirect_handler, pair: (ap_create_request_config, apr_pstrdup), support: 5, confidence: 71.43%
bug: ap_create_request_config in ap_process_http_connection, pair: (ap_create_request_config, ap_getparents), support: 6, confidence: 85.71%
bug: ap_getparents in ap_process_async_request, pair: (ap_create_request_config, ap_getparents), support: 6, confidence: 75.00%
bug: ap_getparents in ap_process_request_internal, pair: (ap_create_request_config, ap_getparents), support: 6, confidence: 75.00%
bug: ap_create_request_config in ap_sub_req_method_uri, pair: (ap_create_request_config, apr_pstrcat), support: 5, confidence: 71.43%
bug: ap_create_request_config in ap_sub_req_lookup_file, pair: (ap_create_request_config, apr_pstrcat), support: 5, confidence: 71.43%
bug: apr_filepath_name_get in main, pair: (apr_filepath_name_get, apr_table_unset), support: 8, confidence: 88.89%
bug: apr_table_unset in ap_byterange_filter, pair: (apr_table_make, apr_table_unset), support: 13, confidence: 72.22%
bug: apr_table_unset in ap_basic_http_header, pair: (apr_table_make, apr_table_unset), support: 13, confidence: 72.22%
bug: apr_table_unset in ap_http_header_filter, pair: (apr_table_make, apr_table_unset), support: 13, confidence: 72.22%
bug: apr_table_unset in basic_http_header, pair: (apr_table_make, apr_table_unset), support: 13, confidence: 72.22%
bug: apr_table_unset in unset_define, pair: (apr_table_make, apr_table_unset), support: 13, confidence: 72.22%
bug: apr_table_unset in ap_set_sub_req_protocol, pair: (apr_table_unset, strchr), support: 12, confidence: 66.67%
bug: apr_table_unset in ap_basic_http_header, pair: (apr_table_unset, strchr), support: 12, confidence: 66.67%
bug: apr_table_unset in ap_http_header_filter, pair: (apr_table_unset, strchr), support: 12, confidence: 66.67%
bug: apr_table_unset in make_sub_request, pair: (apr_table_unset, strchr), support: 12, confidence: 66.67%
bug: apr_table_unset in ap_cookie_read, pair: (apr_table_unset, strchr), support: 12, confidence: 66.67%
bug: apr_table_unset in basic_http_header, pair: (apr_table_unset, strchr), support: 12, confidence: 66.67%
bug: apr_date_parse_http in ap_condition_if_range, pair: (apr_date_parse_http, apr_table_unset), support: 8, confidence: 66.67%
bug: apr_date_parse_http in ap_condition_if_modified_since, pair: (apr_date_parse_http, apr_table_unset), support: 8, confidence: 66.67%
bug: apr_date_parse_http in ap_condition_if_unmodified_since, pair: (apr_date_parse_http, apr_table_unset), support: 8, confidence: 66.67%
bug: apr_date_parse_http in ap_meets_conditions, pair: (apr_date_parse_http, apr_table_unset), support: 8, confidence: 66.67%
bug: apr_brigade_writev in form_header_field, pair: (apr_brigade_writev, apr_table_unset), support: 3, confidence: 75.00%
bug: apr_is_empty_table in ap_directory_walk, pair: (apr_is_empty_table, apr_table_unset), support: 9, confidence: 75.00%
bug: apr_is_empty_table in ap_add_common_vars, pair: (apr_is_empty_table, apr_table_unset), support: 9, confidence: 75.00%
bug: apr_is_empty_table in core_map_to_storage, pair: (apr_is_empty_table, apr_table_unset), support: 9, confidence: 75.00%
bug: ap_update_mtime in default_handler, pair: (ap_update_mtime, apr_table_unset), support: 8, confidence: 88.89%
bug: apr_table_unset in ap_set_sub_req_protocol, pair: (apr_pstrdup, apr_table_unset), support: 12, confidence: 66.67%
bug: apr_table_unset in ap_basic_http_header, pair: (apr_pstrdup, apr_table_unset), support: 12, confidence: 66.67%
bug: apr_table_unset in ap_http_header_filter, pair: (apr_pstrdup, apr_table_unset), support: 12, confidence: 66.67%
bug: apr_table_unset in ap_cookie_read, pair: (apr_pstrdup, apr_table_unset), support: 12, confidence: 66.67%
bug: apr_table_unset in basic_http_header, pair: (apr_pstrdup, apr_table_unset), support: 12, confidence: 66.67%
bug: apr_table_unset in unset_define, pair: (apr_pstrdup, apr_table_unset), support: 12, confidence: 66.67%
bug: ap_scan_vchar_obstext in check_headers_table, pair: (ap_scan_vchar_obstext, apr_table_unset), support: 3, confidence: 75.00%
bug: apr_table_do in ap_send_interim_response, pair: (apr_table_do, apr_table_unset), support: 11, confidence: 68.75%
bug: apr_table_do in ap_get_mime_headers, pair: (apr_table_do, apr_table_unset), support: 11, confidence: 68.75%
bug: apr_table_do in core_upgrade_handler, pair: (apr_table_do, apr_table_unset), support: 11, confidence: 68.75%
bug: apr_table_do in ap_get_mime_headers_core, pair: (apr_table_do, apr_table_unset), support: 11, confidence: 68.75%
bug: apr_table_do in ap_send_http_trace, pair: (apr_table_do, apr_table_unset), support: 11, confidence: 68.75%
bug: apr_table_set in ap_args_to_table, pair: (apr_table_set, apr_table_unset), support: 8, confidence: 88.89%
bug: apr_filepath_name_get in main, pair: (apr_filepath_name_get, apr_table_make), support: 8, confidence: 88.89%
bug: apr_filepath_name_get in main, pair: (apr_filepath_name_get, strchr), support: 8, confidence: 88.89%
bug: apr_filepath_name_get in main, pair: (apr_filepath_name_get, apr_table_add), support: 8, confidence: 88.89%
bug: apr_filepath_name_get in main, pair: (apr_date_parse_http, apr_filepath_name_get), support: 8, confidence: 88.89%
bug: apr_date_parse_http in ap_condition_if_range, pair: (apr_date_parse_http, apr_filepath_name_get), support: 8, confidence: 66.67%
bug: apr_date_parse_http in ap_condition_if_modified_since, pair: (apr_date_parse_http, apr_filepath_name_get), support: 8, confidence: 66.67%
bug: apr_date_parse_http in ap_condition_if_unmodified_since, pair: (apr_date_parse_http, apr_filepath_name_get), support: 8, confidence: 66.67%
bug: apr_date_parse_http in ap_meets_conditions, pair: (apr_date_parse_http, apr_filepath_name_get), support: 8, confidence: 66.67%
bug: apr_filepath_name_get in main, pair: (ap_content_type_tolower, apr_filepath_name_get), support: 7, confidence: 77.78%
bug: apr_filepath_name_get in ap_scan_script_header_err_core_ex, pair: (ap_content_type_tolower, apr_filepath_name_get), support: 7, confidence: 77.78%
bug: apr_filepath_name_get in main, pair: (apr_filepath_name_get, strtol), support: 8, confidence: 88.89%
bug: apr_filepath_name_get in main, pair: (apr_filepath_name_get, apr_is_empty_table), support: 8, confidence: 88.89%
bug: apr_is_empty_table in ap_directory_walk, pair: (apr_filepath_name_get, apr_is_empty_table), support: 8, confidence: 66.67%
bug: apr_is_empty_table in ap_http_header_filter, pair: (apr_filepath_name_get, apr_is_empty_table), support: 8, confidence: 66.67%
bug: apr_is_empty_table in ap_add_common_vars, pair: (apr_filepath_name_get, apr_is_empty_table), support: 8, confidence: 66.67%
bug: apr_is_empty_table in core_map_to_storage, pair: (apr_filepath_name_get, apr_is_empty_table), support: 8, confidence: 66.67%
bug: apr_filepath_name_get in main, pair: (ap_update_mtime, apr_filepath_name_get), support: 8, confidence: 88.89%
